-5.339608341455459595e-02,-1.124781444668769836e-01,3.372676372528076172e-01
-6.093053817749023438e-01,1.037913840264081955e-03,3.283003270626068115e-01
-1.091817975044250488e+00,1.600177586078643799e-01,2.584867775440216064e-01
-9.345643520355224609e-01,1.791850477457046509e-01,2.740250229835510254e-01
-4.293402135372161865e-01,2.395060807466506958e-01,2.796403467655181885e-01
1.276540756225585938e-01,4.339661449193954468e-02,2.773234844207763672e-01
6.030892133712768555e-01,-1.825102567672729492e-01,2.613959014415740967e-01
1.589266359806060791e-01,-3.561839461326599121e-01,3.552252948284149170e-01
-4.437175691127777100e-01,-5.364105701446533203e-01,3.845671713352203369e-01
-4.806975424289703369e-01,-4.856099486351013184e-01,3.804237842559814453e-01
3.175948262214660645e-01,2.027792483568191528e-02,2.807047367095947266e-01
9.347130060195922852e-01,4.377827048301696777e-01,2.894407808780670166e-01
4.975571930408477783e-01,5.223163366317749023e-01,2.859711050987243652e-01
-4.647923409938812256e-01,4.238964319229125977e-01,2.102543562650680542e-01
-7.386174201965332031e-01,4.031714797019958496e-01,2.385225743055343628e-01
-5.381476879119873047e-01,5.119056701660156250e-01,1.802641451358795166e-01
-2.599546909332275391e-01,6.996868848800659180e-01,2.407650947570800781e-01
-2.560493350028991699e-01,3.377653956413269043e-01,2.416309118270874023e-01
-3.033533394336700439e-01,-8.789275586605072021e-02,3.518076539039611816e-01
-1.973969340324401855e-01,1.416888087987899780e-02,3.227661848068237305e-01
-1.225280985236167908e-01,1.086415275931358337e-01,2.818247675895690918e-01
-2.531104981899261475e-01,1.554273813962936401e-02,3.284493386745452881e-01
-4.790923297405242920e-01,-1.399796009063720703e-01,3.535932898521423340e-01
-4.775998592376708984e-01,-1.992895007133483887e-01,3.598601222038269043e-01
1.255602240562438965e-01,-1.764753013849258423e-01,3.222692012786865234e-01
8.492817878723144531e-01,-9.242392331361770630e-02,3.002644479274749756e-01
9.207845926284790039e-01,-5.580908805131912231e-02,3.071904182434082031e-01
7.308250665664672852e-01,5.074746441096067429e-03,3.075444400310516357e-01
5.701445341110229492e-01,9.642884135246276855e-02,3.071479499340057373e-01
4.291153848171234131e-01,5.297083854675292969e-01,2.845721244812011719e-01
1.725168526172637939e-01,1.122956395149230957e+00,2.213653177022933960e-01
7.462747395038604736e-02,1.241439700126647949e+00,1.998600661754608154e-01
-2.623091936111450195e-01,1.084928393363952637e+00,1.921859681606292725e-01
-8.714094161987304688e-01,6.899700760841369629e-01,1.223764866590499878e-01
-1.031401276588439941e+00,5.519830584526062012e-01,1.832136362791061401e-01
-1.007019400596618652e+00,2.586379051208496094e-01,2.523496747016906738e-01
-8.891338109970092773e-01,-9.799083322286605835e-02,3.170923888683319092e-01
-7.347512245178222656e-01,-2.690612673759460449e-01,3.486586809158325195e-01
-3.195291459560394287e-01,-5.778821110725402832e-01,3.910630345344543457e-01
-2.379092574119567871e-02,-7.409364581108093262e-01,3.992510437965393066e-01
-6.628954410552978516e-01,-9.898691624402999878e-02,3.372822403907775879e-01
-4.463455080986022949e-01,2.937962859869003296e-02,3.305199444293975830e-01
-2.503466904163360596e-01,1.493365317583084106e-01,2.878139019012451172e-01
-4.018395245075225830e-01,2.800725102424621582e-01,2.638300061225891113e-01
-7.037531137466430664e-01,4.920016527175903320e-01,2.098183780908584595e-01
-7.886124849319458008e-01,5.569213032722473145e-01,1.863235682249069214e-01
-1.924878358840942383e-01,2.125989198684692383e-01,2.566937506198883057e-01
